word,char_count,value
layperson,9,125
laypersons,10,144
lays,4,57
layup,5,75
layups,6,94
laywoman,8,104
laywomen,8,108
lazar,5,58
lazaret,7,83
lazarets,8,102
lazarette,9,108
lazarettes,10,127
lazaretto,9,118
lazarettos,10,137
lazars,6,77
laze,4,44
lazed,5,48
lazes,5,63
lazied,6,57
lazier,6,71
lazies,6,72
laziest,7,92
lazily,6,85
laziness,8,105
lazinesses,10,129
lazing,6,69
lazuli,6,81
lazulis,7,100
lazulite,8,106
lazulites,9,125
lazurite,8,112
lazurites,9,131
lazy,4,64
lazybones,9,119
lazying,7,94
lazyish,7,100
lea,3,18
leach,5,29
leachabilities,14,115
leachability,12,107
leachable,9,49
leachate,8,55
leachates,9,74
leached,7,38
leacher,7,52
leachers,8,71
leaches,7,53
leachier,8,61
leachiest,9,82
leaching,8,59
leachy,6,54
lead,4,22
leaded,6,31
leaden,6,41
leadenly,8,78
leadenness,10,98
leadennesses,12,122
leader,6,45
leaderless,10,100
leaders,7,64
leadership,10,97
leaderships,11,116
leadier,7,54
leadiest,8,75
leading,7,52
leadings,8,71
leadless,8,77
leadman,7,50
leadmen,7,54
leadoff,7,49
leadoffs,8,68
leadplant,9,85
leadplants,10,104
leads,5,41
leadscrew,9,90
leadscrews,10,109
leadsman,8,69
leadsmen,8,73
leadwork,8,89
leadworks,9,108
leadwort,8,98
leadworts,9,117
leady,5,47
leaf,4,24
leafage,7,37
leafages,8,56
leafed,6,33
leafhopper,10,102
leafhoppers,11,121
leafier,7,56
leafiest,8,77
leafing,7,54
leafless,8,79
leaflet,7,61
leafleted,9,70
leafleteer,10,89
leafleteers,11,108
leafleting,10,91
leaflets,8,80
leafletted,10,90
leafletting,11,111
leaflike,8,61
leafs,5,43
leafstalk,9,87
leafstalks,10,106
leafworm,8,93
leafworms,9,112
leafy,5,49
league,6,51
leagued,7,55
leaguer,7,69
leaguered,9,78
leaguering,10,99
leaguers,8,88
leagues,7,70
leaguing,8,76
leak,4,29
leakage,7,42
leakages,8,61
leaked,6,38
leaker,6,52
leakers,7,71
leakier,7,61
leakiest,8,82
leakily,7,75
leakiness,9,95
leakinesses,11,119
leaking,7,59
leakless,8,84
leakproof,9,99
leaks,5,48
leaky,5,54
leal,4,30
leally,6,67
lealties,8,83
lealty,6,75
lean,4,32
leaned,6,41
leaner,6,55
leaners,7,74
leanest,7,76
leaning,7,62
leanings,8,81
leanly,6,69
leanness,8,89
leannesses,10,113
leans,5,51
leant,5,52
leap,4,34
leaped,6,43
leaper,6,57
leapers,7,76
leapfrog,8,80
leapfrogged,11,96
leapfrogging,12,117
leapfrogs,9,99
leaping,7,64
leaps,5,53
leapt,5,54
lear,4,36
learier,7,68
leariest,8,89
learn,5,50
learnable,9,70
learned,7,59
learnedly,9,96
learnedness,11,116
learnednesses,13,140
learner,7,73
learners,8,92
learning,8,80
learnings,9,99
learns,6,69
learnt,6,70
lears,5,55
leary,5,61
leas,4,37
leasable,8,57
lease,5,42
leaseback,9,59
leasebacks,10,78
leased,6,46
leasehold,9,81
leaseholder,11,104
leaseholders,12,123
leaseholds,10,100
leaser,6,60
leasers,7,79
leases,6,61
leash,5,45
leashed,7,54
leashes,7,69
leashing,8,75
leasing,7,67
leasings,8,86
least,5,57
leasts,6,76
leastways,9,125
leastwise,9,113
leather,7,69
leatherback,11,86
leatherbacks,12,105
leathered,9,78
leatherette,11,119
leatherettes,12,138
leathering,10,99
leatherleaf,11,93
leatherleaves,13,133
leatherlike,11,106
leathern,8,83
leatherneck,11,102
leathernecks,12,121
leathers,8,88
leatherwood,11,126
leatherwoods,12,145
leathery,8,94
leave,5,45
leaved,6,49
leaven,6,59
leavened,8,68
leavening,9,89
leavenings,10,108
leavens,7,78
leaver,6,63
leavers,7,82
leaves,6,64
leavier,7,72
leaviest,8,93
leaving,7,70
leavings,8,89
leavy,5,65
leben,5,38
lebens,6,57
lebensraum,10,110
lebensraums,11,129
lech,4,28
lechayim,8,76
lechayims,9,95
leched,6,37
lecher,6,51
lechered,8,60
lecheries,9,84
lechering,9,81
lecherous,9,106
lecherously,11,143
lecherousness,13,163
lecherousnesses,15,187
lechers,7,70
lechery,7,76
leches,6,52
leching,7,58
lechwe,6,56
lechwes,7,75
lecithin,8,80
lecithinase,11,105
lecithinases,12,124
lecithins,9,99
lectern,7,77
lecterns,8,96
lectin,6,63
lectins,7,82
lection,7,78
lectionaries,12,130
lectionary,10,122
lections,8,97
lector,6,73
lectors,7,92
lectotype,9,121
lectotypes,10,140
lecture,7,84
lectured,8,88
lecturer,8,102
lecturers,9,121
lectures,8,103
lectureship,11,136
lectureships,12,155
lecturing,9,109
lecythi,7,82
lecythis,8,101
lecythus,8,113
led,3,21
lederhosen,10,105
ledge,5,33
ledger,6,51
ledgers,7,70
ledges,6,52
ledgier,7,60
ledgiest,8,81
ledgy,5,53
lee,3,22
leeboard,8,62
leeboards,9,81
leech,5,33
leeched,7,42
leeches,7,57
leeching,8,63
leechlike,9,70
leek,4,33
leeks,5,52
leer,4,40
leered,6,49
leerier,7,72
leeriest,8,93
leerily,7,86
leering,7,70
leeringly,9,107
leers,5,59
leery,5,65
lees,4,41
leet,4,42
leets,5,61
leeward,7,68
leewards,8,87
leeway,6,71
leeways,7,90
left,4,43
lefter,6,66
leftest,7,87
lefties,7,76
leftish,7,79
leftism,7,84
leftisms,8,103
leftist,7,91
leftists,8,110
leftover,8,103
leftovers,9,122
lefts,5,62
leftward,8,89
leftwing,8,96
lefty,5,68
leg,3,24
legacies,8,61
legacy,6,53
legal,5,37
legalese,8,66
legaleses,9,85
legalise,8,70
legalised,9,74
legalises,9,89
legalising,10,95
legalism,8,78
legalisms,9,97
legalist,8,85
legalistic,10,97
legalistically,14,147
legalists,9,104
legalities,10,99
legality,8,91
legalization,12,131
legalizations,13,150
legalize,8,77
legalized,9,81
legalizer,9,95
legalizers,10,114
legalizes,9,96
legalizing,10,102
legally,7,74
legals,6,56
legate,6,50
legated,7,54
legatee,7,55
legatees,8,74
legates,7,69
legateship,10,102
legateships,11,121
legatine,8,73
legating,8,75
legation,8,83
legations,9,102
legato,6,60
legator,7,78
legators,8,97
legatos,7,79
legend,6,47
legendarily,11,112
legendary,9,91
legendries,10,98
legendry,8,90
legends,7,66
leger,5,47
legerdemain,11,93
legerdemains,12,112
legerities,10,109
legerity,8,101
legers,6,66
leges,5,48
legged,6,40
leggier,7,63
leggiero,8,78
leggiest,8,84
leggin,6,54
legginess,9,97
legginesses,11,121
legging,7,61
leggings,8,80
leggins,7,73
leggy,5,56
leghorn,7,79
leghorns,8,98
legibilities,12,118
legibility,10,110
legible,7,52
legibly,7,72
legion,6,62
legionaries,11,114
legionary,9,106
legionnaire,11,109
legionnaires,12,128
legions,7,81
legislate,9,90
legislated,10,94
legislates,10,109
legislating,11,115
legislation,11,123
legislations,12,142
legislative,11,121
legislatively,13,158
legislatives,12,140
legislator,10,118
legislatorial,13,140
legislators,11,137
legislatorship,14,170
legislatorships,15,189
legislature,11,129
legislatures,12,148
legist,6,72
legists,7,91
legit,5,53
legitimacies,12,112
legitimacy,10,104
legitimate,10,101
legitimated,11,105
legitimately,12,138
legitimates,11,120
legitimating,12,126
legitimation,12,134
legitimations,13,153
legitimatize,12,136
legitimatized,13,140
legitimatizes,13,155
legitimatizing,14,161
legitimator,11,129
legitimators,12,148
legitimise,10,108
legitimised,11,112
legitimises,11,127
legitimising,12,133
legitimism,10,116
legitimisms,11,135
legitimist,10,123
legitimists,11,142
legitimization,14,169
legitimizations,15,188
legitimize,10,115
legitimized,11,119
legitimizer,11,133
legitimizers,12,152
legitimizes,11,134
legitimizing,12,140
legits,6,72
legless,7,79
leglike,7,61
legman,6,52
legmen,6,56
legong,6,60
legongs,7,79
legroom,7,85
legrooms,8,104
legs,4,43
legume,6,63
legumes,7,82
legumin,7,81
leguminous,10,136
legumins,8,100
legwork,7,91
legworks,8,110
lehayim,7,73
lehayims,8,92
lehr,4,43
lehrs,5,62
lehua,5,47
lehuas,6,66
lei,3,26
leis,4,45
leishmania,10,91
leishmanial,11,103
leishmanias,11,110
leishmaniases,13,134
leishmaniasis,13,138
leister,7,88
leistered,9,97
leistering,10,118
leisters,8,107
leisure,7,89
leisured,8,93
leisureliness,13,167
leisurelinesses,15,191
leisurely,9,126
leisures,8,108
leitmotif,9,109
leitmotifs,10,128
leitmotiv,9,125
leitmotivs,10,144
lek,3,28
leke,4,33
leks,4,47
leku,4,49
lekvar,6,69
lekvars,7,88
lekythi,7,90
lekythoi,8,105
lekythos,8,115
lekythus,8,121
leman,5,45
lemans,6,64
lemma,5,44
lemmas,6,63
lemmata,7,65
lemming,7,73
lemminglike,11,110
lemmings,8,92
lemniscal,9,88
lemniscate,10,101
lemniscates,11,120
lemnisci,8,84
lemniscus,9,115
lemon,5,59
lemonade,8,69
lemonades,9,88
lemongrass,10,123
lemongrasses,12,147
lemonish,8,95
lemons,6,78
lemony,6,84
lempira,7,74
lempiras,8,93
lemur,5,69
lemures,7,93
lemurine,8,97
lemuroid,8,97
lemuroids,9,116
lemurs,6,88
lend,4,35
lendable,8,55
lender,6,58
lenders,7,77
lending,7,65
lends,5,54
lenes,5,55
length,6,66
lengthen,8,85
lengthened,10,94
lengthener,10,108
lengtheners,11,127
lengthening,11,115
lengthens,9,104
lengthier,9,98
lengthiest,10,119
lengthily,9,112
lengthiness,11,132
lengthinesses,13,156
lengths,7,85
lengthways,10,134
lengthwise,10,122
lengthy,7,91
lenience,8,67
leniences,9,86
leniencies,10,95
leniency,8,87
lenient,7,79
leniently,9,116
lenis,5,59
lenities,8,93
lenition,8,98
lenitions,9,117
lenitive,8,96
lenitively,10,133
lenitives,9,115
lenity,6,85
leno,4,46
lenos,5,65
lens,4,50
lense,5,55
lensed,6,59
lenses,6,74
lensing,7,80
lensless,8,105
lensman,7,78
lensmen,7,82
lent,4,51
lentamente,10,109
lentando,8,85
lenten,6,70
lentic,6,63
lenticel,8,80
lenticels,9,99
lenticular,10,115
lenticule,9,101
lenticules,10,120
lentigines,10,114
lentigo,7,82
lentil,6,72
lentils,7,91
lentisk,7,90
lentisks,8,109
lentissimo,10,135
lentivirus,10,149
lentiviruses,12,173
lento,5,66
lentoid,7,79
lentos,6,85
leone,5,51
leones,6,70
leonine,7,74
leopard,7,71
leopardess,10,114
leopardesses,12,138
leopards,8,90
leotard,7,75
leotarded,9,84
leotards,8,94
leper,5,56
lepers,6,75
lepidolite,10,107
lepidolites,11,126
lepidoptera,11,121
lepidopteran,12,135
lepidopterans,13,154
lepidopterist,13,168
lepidopterists,14,187
lepidopterological,18,194
lepidopterologies,17,202
lepidopterologist,17,217
lepidopterologists,18,236
lepidopterology,15,194
lepidopterous,13,175
lepidote,8,86
lepidotes,9,105
leporid,7,79
leporidae,9,85
leporids,8,98
leporine,8,94
leprechaun,10,103
leprechaunish,13,139
leprechauns,11,122
lepromatous,11,155
leprosaria,10,114
leprosarium,11,147
leprosariums,12,166
leprose,7,90
leprosies,9,118
leprosy,7,110
leprotic,8,98
leprous,7,106
leprously,9,143
lept,4,53
lepta,5,54
leptocephali,12,122
leptocephalus,13,153
lepton,6,82
leptonic,8,94
leptons,7,101
leptosome,9,120
leptosomes,10,139
leptospiral,11,143
leptospire,10,135
leptospires,11,154
leptospiroses,13,188
leptospirosis,13,192
leptotene,9,112
leptotenes,10,131
lesbian,7,62
lesbianism,10,103
lesbianisms,11,122
lesbians,8,81
lesion,6,74
lesioned,8,83
lesions,7,93
lespedeza,9,93
lespedezas,10,112
less,4,55
lessee,6,65
lessees,7,84
lessen,6,74
lessened,8,83
lessening,9,104
lessens,7,93
lesser,6,78
lesson,6,84
lessoned,8,93
lessoning,9,114
lessons,7,103
lessor,6,88
lessors,7,107
lest,4,56
let,3,37
letch,5,48
letched,7,57
letches,7,72
letching,8,78
letdown,7,93
letdowns,8,112
lethal,6,58
lethalities,11,120
lethality,9,112
lethally,8,95
lethals,7,77
lethargic,9,83
lethargically,13,133
lethargies,10,104
lethargy,8,96
lethe,5,50
lethean,7,65
lethes,6,69
lets,4,56
letted,6,66
letter,6,80
letterboxed,11,130
letterboxing,12,151
letterboxings,13,170
lettered,8,89
letterer,8,103
letterers,9,122
letterform,10,132
letterforms,11,151
letterhead,10,98
letterheads,11,117
lettering,9,110
letterings,10,129
letterman,9,108
lettermen,9,112
letterpress,11,157
letterpresses,13,181
letters,7,99
letterspace,11,124
letterspaces,12,143
letterspacing,13,149
letterspacings,14,168
letting,7,87
lettuce,7,86
lettuces,8,105
letup,5,74
letups,6,93
leu,3,38
leucemia,8,69
leucemias,9,88
leucemic,8,71
leucin,6,64
leucine,7,69
leucines,8,88
leucins,7,83
leucite,7,75
leucites,8,94
leucitic,8,82
leucocidin,10,95
leucocidins,11,114
leucoma,7,70
leucomas,8,89
leucoplast,10,124
leucoplasts,11,143
leud,4,42
leudes,6,66
leuds,5,61
leukaemia,9,78
leukaemias,10,97
leukaemogeneses,15,157
leukaemogenesis,15,161
leukemia,8,77
leukemias,9,96
leukemic,8,79
leukemics,9,98
leukemogeneses,14,156
leukemogenesis,14,160
leukemogenic,12,120
leukemoid,9,95
leukocyte,9,117
leukocytes,10,136
leukocytic,10,124
leukocytoses,12,170
leukocytosis,12,174
leukocytosises,14,198
leukodystrophies,16,222
leukodystrophy,14,214
leukoma,7,78
leukomas,8,97
leukon,6,78
leukons,7,97
leukopenia,10,109
leukopenias,11,128
leukopenic,10,111
leukoplakia,11,114
leukoplakias,12,133
leukoplakic,11,116
leukopoieses,12,152
leukopoiesis,12,156
leukopoietic,12,141
leukorrhea,10,114
leukorrheal,11,126
leukorrheas,11,133
leukoses,8,107
leukosis,8,111
leukotic,8,96
leukotomies,11,145
leukotomy,9,137
leukotriene,11,135
leukotrienes,12,154
lev,3,39
leva,4,40
levant,6,74
levanted,8,83
levanter,8,97
levanters,9,116
levanting,9,104
levants,7,93
levator,7,93
levatores,9,117
levators,8,112
levee,5,49
leveed,6,53
leveeing,8,79
levees,6,68
level,5,56
leveled,7,65
leveler,7,79
levelers,8,98
levelheaded,11,83
levelheadedness,15,140
levelheadednesses,17,164
leveling,8,86
levelled,8,77
leveller,8,91
levellers,9,110
levelling,9,98
levelly,7,93
levelness,9,113
levelnesses,11,137
levels,6,75
lever,5,62
leverage,8,75
leveraged,9,79
leverages,9,94
leveraging,10,100
levered,7,71
leveret,7,87
leverets,8,106
levering,8,92
levers,6,81
leviable,8,68
leviathan,9,92
leviathans,10,111
levied,6,57
levier,6,71
leviers,7,90
levies,6,72
levigate,8,81
levigated,9,85
levigates,9,100
levigating,10,106
levigation,10,114
levigations,11,133
levin,5,62
levins,6,81
levirate,8,92
levirates,9,111
leviratic,9,99
levitate,8,94
levitated,9,98
levitates,9,113
levitating,10,119
levitation,10,127
levitational,12,140
levitations,11,146
levities,8,101
levity,6,93
levo,4,54
levodopa,8,90
levodopas,9,109
levogyre,8,109
levorotary,10,151
levorotatory,12,186
levulin,7,95
levulins,8,114
levulose,8,111
levuloses,9,130
levy,4,64
levying,7,94
lewd,4,44
lewder,6,67
lewdest,7,88
lewdly,6,81
lewdness,8,101
lewdnesses,10,125
lewis,5,68
lewises,7,92
lewisite,8,102
lewisites,9,121
lewisson,8,116
lewissons,9,135
lex,3,41
lexeme,6,64
lexemes,7,83
lexemic,7,71
lexes,5,65
lexica,6,54
lexical,7,66
lexicalisation,14,153
lexicalisations,15,172
lexicalities,12,128
lexicality,10,120
lexicalization,14,160
lexicalizations,15,179
lexicalize,10,106
lexicalized,11,110
lexicalizes,11,125
lexicalizing,12,131
lexically,9,103
lexicographer,13,141
lexicographers,14,160
lexicographic,13,130
lexicographical,15,143
lexicographically,17,180
lexicographies,14,151
lexicography,12,143
lexicologies,12,135
lexicologist,12,150
lexicologists,13,169
lexicology,10,127
lexicon,7,82
lexicons,8,101
lexis,5,69
ley,3,42
leys,4,61
lez,3,43
lezzes,6,93
lezzie,6,83
lezzies,7,102
lezzy,5,94
li,2,21
liabilities,11,107
liability,9,99
liable,6,41
liaise,6,55
liaised,7,59
liaises,7,74
liaising,8,80
liaison,7,79
liaisons,8,98
liana,5,37
lianas,6,56
liane,5,41
lianes,6,60
liang,5,43
liangs,6,62
lianoid,7,64
liar,4,40
liard,5,44
liards,6,63
liars,5,59
lib,3,23
libation,8,82
libationary,11,126
libations,9,101
libber,6,48
libbers,7,67
libecchio,9,66
libecchios,10,85
libeccio,8,58
libeccios,9,77
libel,5,40
libelant,8,75
libelants,9,94
libeled,7,49
libelee,7,50
libelees,8,69
libeler,7,63
libelers,8,82
libeling,8,70
libelist,8,88
libelists,9,107
libellant,9,87
libellants,10,106
libelled,8,61
libellee,8,62
libellees,9,81
libeller,8,75
libellers,9,94
libelling,9,82
libellous,9,107
libelous,8,95
libels,6,59
liber,5,46
liberal,7,59
liberalise,10,92
liberalised,11,96
liberalises,11,111
liberalising,12,117
liberalism,10,100
liberalisms,11,119
liberalist,10,107
liberalistic,12,119
liberalists,11,126
liberalities,12,121
liberality,10,113
liberalization,14,153
liberalizations,15,172
liberalize,10,99
liberalized,11,103
liberalizer,11,117
liberalizers,12,136
liberalizes,11,118
liberalizing,12,124
liberally,9,96
liberalness,11,116
liberalnesses,13,140
liberals,8,78
liberate,8,72
liberated,9,76
liberates,9,91
liberating,10,97
liberation,10,105
liberationist,13,153
liberationists,14,172
liberations,11,124
liberator,9,100
liberators,10,119
libers,6,65
libertarian,11,109
libertarianism,14,150
libertarianisms,15,169
libertarians,12,128
liberties,9,99
libertinage,11,102
libertinages,12,121
libertine,9,94
libertines,10,113
libertinism,11,130
libertinisms,12,149
liberty,7,91
libidinal,9,72
libidinally,11,109
libidinous,10,114
libidinously,12,151
libidinousness,14,171
libidinousnesses,16,195
libido,6,51
libidos,7,70
liblab,6,38
liblabs,7,57
libra,5,42
librae,6,47
librarian,9,84
librarians,10,103
librarianship,13,136
librarianships,14,155
libraries,9,93
library,7,85
libras,6,61
librate,7,67
librated,8,71
librates,8,86
librating,9,92
libration,9,100
librational,11,113
librations,10,119
libratory,9,120
libretti,8,95
librettist,10,134
librettists,11,153
libretto,8,101
librettos,9,120
libri,5,50
libriform,9,102
libs,4,42
lice,4,29
licence,7,51
licenced,8,55
licencee,8,56
licencees,9,75
licencer,8,69
licencers,9,88
licences,8,70
licencing,9,76
licensable,10,82
license,7,67
licensed,8,71
licensee,8,72
licensees,9,91
licenser,8,85
licensers,9,104
licenses,8,86
licensing,9,92
licensor,8,95
licensors,9,114
licensure,9,106
licensures,10,125
licente,7,68
licentiate,10,98
licentiates,11,117
licentious,10,127
licentiously,12,164
licentiousness,14,184
licentiousnesses,16,208
lich,4,32
lichee,6,42
lichees,7,61
lichen,6,51
lichened,8,60
lichenin,8,74
lichening,9,81
lichenins,9,93
lichenological,14,125
lichenologies,13,133
lichenologist,13,148
lichenologists,14,167
lichenology,11,125
lichenous,9,106
lichens,7,70
liches,6,56
lichi,5,41
lichis,6,60
licht,5,52
lichted,7,61
lichting,8,82
lichtly,7,89
lichts,6,71
licit,5,53
licitly,7,90
lick,4,35
licked,6,44
licker,6,58
lickerish,9,94
lickerishly,11,131
lickerishness,13,151
lickerishnesses,15,175
lickers,7,77
licking,7,65
lickings,8,84
licks,5,54
lickspit,8,99
lickspits,9,118
lickspittle,11,136
lickspittles,12,155
licorice,8,74
licorices,9,93
lictor,6,77
lictors,7,96
lid,3,25
lidar,5,44
lidars,6,63
lidded,6,38
lidding,7,59
lidless,7,80
lido,4,40
lidocaine,9,72
lidocaines,10,91
lidos,5,59
lids,4,44
lie,3,26
liebfraumilch,13,119
liebfraumilchs,14,138
lied,4,30
lieder,6,53
lief,4,32
liefer,6,55
liefest,7,76
liefly,6,69
liege,5,38
liegeman,8,66
liegemen,8,70
lieges,6,57
lien,4,40
lienable,8,60
lienal,6,53
liens,5,59
lienteries,10,116
lientery,8,108
lier,4,44
lierne,6,63
liernes,7,82
liers,5,63
lies,4,45
lieu,4,47
lieus,5,66
lieutenancies,13,137
lieutenancy,11,129
lieutenant,10,121
lieutenants,11,140
lieve,5,53
liever,6,71
lievest,7,92
life,4,32
lifeblood,9,80
lifebloods,10,99
lifeboat,8,70
lifeboats,9,89
lifeful,7,71
lifeguard,9,83
lifeguarded,11,92
lifeguarding,12,113
lifeguards,10,102
lifeless,8,87
lifelessly,10,124
lifelessness,12,144
lifelessnesses,14,168
lifelike,8,69
lifelikeness,12,126
lifelikenesses,14,150
lifeline,8,72
lifelines,9,91
lifelong,8,80
lifemanship,11,112
lifemanships,12,131
lifer,5,50
lifers,6,69
lifesaver,9,97
lifesavers,10,116
lifesaving,10,104
lifesavings,11,123
lifestyle,9,113
lifestyles,10,132
lifetime,8,79
lifetimes,9,98
lifeway,7,81
lifeways,8,100
lifework,8,99
lifeworks,9,118
lift,4,47
liftable,8,67
lifted,6,56
lifter,6,70
lifters,7,89
liftgate,8,80
liftgates,9,99
